id,device_id,product_name,product_sku,category_name,amount,status,card_number,cvv,created_at,happened_at
367.0,32.0,"eleifend vitae,",v3770009015028,"sem,",863.0,accepted,6334817834215380.0,653.0,2023-01-22 04:30:06,2022-06-11 02:27:01
368.0,136.0,aliquet magna,3770009015046.0,erat.,199.0,refused,491377 675476 4661,561.0,2022-10-19 10:20:25,2022-08-21 04:30:15
369.0,28.0,Morbi vehicula.,3770009015049.0,Fusce,886.0,accepted,4175008125564445,506.0,2022-11-27 08:11:15,2022-03-23 01:25:18
370.0,111.0,Vestibulum ut,3770009015073.0,molestie,846.0,cancelled,491337 4244566399,957.0,2022-12-24 05:58:38,2022-02-03 11:44:08
371.0,125.0,dui. Cras,3770009015044.0,Vivamus,93.0,accepted,675945 1264546480,441.0,2023-01-13 10:52:41,2022-07-19 03:57:53
372.0,69.0,"facilisis non,",3770009015075.0,et,978.0,accepted,415637 6639244314,656.0,2023-01-20 01:45:04,2023-01-23 07:42:56
373.0,169.0,at sem,3770009015047.0,at,80.0,refused,677177 575653 3885,997.0,2022-11-02 07:27:52,2022-01-29 11:15:23
374.0,127.0,convallis convallis,3770009015043.0,sociosqu,217.0,cancelled,201458848688288.0,353.0,2022-12-18 02:38:05,2022-01-01 02:21:23
375.0,120.0,urna. Vivamus,3770009015046.0,"consectetuer,",266.0,accepted,601151 752828 9440,835.0,2023-01-15 04:57:49,2022-10-22 10:01:55
376.0,31.0,"vel, venenatis",3770009015074.0,Quisque,776.0,cancelled,5018265642746.0,734.0,2022-12-15 01:19:20,2022-12-19 12:04:26
377.0,1.0,justo sit,3770009015043.0,egestas,157.0,accepted,3447 955623 75967,919.0,2023-01-26 02:16:28,2022-05-06 08:10:24
378.0,92.0,"nunc, ullamcorper",3770009015044.0,sem,657.0,accepted,2149 864216 32575,528.0,2023-02-08 10:37:39,2022-04-07 06:52:08
379.0,198.0,"sed, est.",3770009015235.0,"non,",982.0,cancelled,3016 264769 67642,995.0,2023-02-24 10:13:42,2021-10-23 09:51:44
380.0,92.0,turpis. Aliquam,3770009015234.0,pharetra,285.0,cancelled,300274871457348.0,485.0,2022-10-13 01:10:46,2022-05-04 10:31:07
381.0,57.0,sit amet,3770009015234.0,sem,524.0,cancelled,305157824224193.0,950.0,2022-11-13 08:44:45,2023-02-22 02:17:59
382.0,23.0,diam. Proin,3770009015042.0,aptent,989.0,accepted,2149 722282 49847,830.0,2022-11-11 07:44:05,2022-03-26 10:34:06
383.0,23.0,et arcu,3770009015048.0,"id,",433.0,refused,3775 249141 75416,753.0,2023-01-10 03:48:46,2022-01-27 03:58:35
384.0,14.0,quam vel,3770009015052.0,"ornare,",235.0,cancelled,6011876589296672,988.0,2022-11-07 11:12:23,2021-11-26 06:59:58
385.0,139.0,"dui, semper",3770009015051.0,et,317.0,refused,402 40071 96467 440,734.0,2022-11-08 01:38:50,2022-05-15 05:57:57
386.0,181.0,dolor sit,3770009015052.0,arcu,522.0,accepted,443826 523572 7725,508.0,2023-01-05 11:16:55,2021-10-29 04:30:59
387.0,69.0,non massa,3770009015051.0,Donec,369.0,cancelled,3047 878373 58884,400.0,2023-02-28 09:16:20,2021-10-07 06:06:55
388.0,118.0,augue id,3770009015075.0,"id,",494.0,refused,5018 5967 9376 9594,359.0,2022-12-06 07:54:45,2022-03-07 10:58:34
389.0,191.0,"ut, pellentesque",3770009015046.0,Nulla,701.0,refused,4539856463465.0,702.0,2022-12-13 05:06:14,2021-11-14 07:45:15
390.0,15.0,enim. Suspendisse,3770009015073.0,litora,919.0,cancelled,646376 2789416380,381.0,2022-12-14 08:33:08,2022-03-18 04:14:08
391.0,122.0,arcu ac,3770009015004.0,"ornare,",613.0,cancelled,6334499853971878,624.0,2022-11-03 11:22:58,2021-10-09 12:35:27
392.0,39.0,et magnis,3770009015074.0,commodo,914.0,refused,469 77243 98357 221,167.0,2023-02-25 07:09:02,2022-10-27 01:07:12
393.0,56.0,molestie sodales.,v3770009015028,orci,84.0,accepted,450886 281388 7643,308.0,2023-01-03 03:00:23,2022-04-25 04:53:25
394.0,121.0,mauris sagittis,3770009015235.0,ante,21.0,accepted,4844246232243120.0,494.0,2023-01-02 04:49:17,2022-01-09 11:17:06
395.0,116.0,In tincidunt,3770009015235.0,tempus,566.0,accepted,364241737594823.0,924.0,2022-10-19 05:50:16,2021-10-18 02:21:54
396.0,136.0,"amet, faucibus",3770009015050.0,erat,51.0,accepted,2149 447436 62598,841.0,2023-01-11 05:07:27,2022-08-25 04:38:06
397.0,11.0,"ullamcorper, nisl",3770009015050.0,velit.,925.0,accepted,633316 2658761958,832.0,2023-01-27 01:59:13,2022-12-11 06:15:21
398.0,106.0,egestas ligula.,3770009015073.0,bibendum.,490.0,accepted,633110684968175868,706.0,2022-10-05 06:04:14,2021-12-16 09:40:47
399.0,10.0,"egestas, urna",3770009015050.0,eu,980.0,cancelled,417 50028 68497 525,353.0,2022-12-10 04:59:33,2022-08-27 04:49:02
400.0,156.0,"pretium aliquet,",3770009015073.0,ullamcorper,955.0,refused,368679688713411.0,466.0,2023-01-02 04:25:29,2022-11-13 05:00:58
401.0,35.0,Duis ac,3770009015172.0,fringilla,451.0,accepted,491388 1323783257,488.0,2023-01-04 01:46:46,2022-07-26 11:12:13
402.0,163.0,cursus. Nunc,3770009015051.0,Donec,893.0,accepted,4747 793 21 5654,375.0,2022-12-03 11:46:02,2022-12-25 05:36:27
403.0,52.0,ultrices iaculis,3770009015050.0,bibendum,189.0,accepted,303747577272373.0,960.0,2022-10-21 03:35:39,2023-02-27 01:42:43
404.0,101.0,sapien molestie,3770009015046.0,semper,437.0,refused,6767 9274 8874 6154,340.0,2022-11-28 04:07:32,2022-04-05 07:30:45
405.0,195.0,enim nisl,3770009015050.0,ac,953.0,cancelled,6759 3963 6427 4360,856.0,2022-12-29 04:23:13,2021-11-18 01:14:46
406.0,184.0,auctor odio,3770009015046.0,sit,875.0,cancelled,490567 4224288215,842.0,2023-01-13 12:43:44,2021-11-26 04:36:47
407.0,9.0,sagittis. Nullam,3770009015046.0,Fusce,139.0,refused,677 12364 85723 545,966.0,2023-02-05 10:33:43,2022-08-02 08:08:17
408.0,192.0,nisl. Maecenas,v3770009015028,sit,631.0,refused,3718 372897 36349,674.0,2023-01-06 08:07:50,2022-09-25 08:36:56
409.0,72.0,elit fermentum,3770009015046.0,Cum,703.0,cancelled,3619 645889 32262,171.0,2023-02-28 04:55:35,2022-09-12 09:23:34
410.0,57.0,Quisque libero,3770009015048.0,tellus,351.0,cancelled,3738 348945 61582,344.0,2023-02-23 11:16:12,2022-09-30 04:30:42
411.0,71.0,Curabitur massa.,3770009015043.0,varius,885.0,accepted,214945532344652.0,405.0,2022-12-20 09:30:38,2022-12-03 10:54:58
412.0,47.0,in felis.,3770009015234.0,velit.,656.0,accepted,342636445788483.0,367.0,2023-02-17 02:01:16,2023-02-09 08:18:04
413.0,42.0,Duis dignissim,3770009015233.0,Praesent,320.0,refused,6761 383 84 8386,965.0,2023-01-07 09:01:02,2022-11-18 03:12:45
414.0,173.0,natoque penatibus,3770009015004.0,"at,",305.0,accepted,3047 826997 21436,497.0,2022-10-09 10:37:47,2021-11-26 02:44:12
415.0,64.0,Phasellus libero,3770009015046.0,molestie,207.0,accepted,6334917666965266,740.0,2023-02-26 07:23:04,2022-08-21 11:12:18
416.0,17.0,fermentum metus.,3770009015051.0,libero,386.0,refused,343341317672936.0,132.0,2022-12-25 03:02:50,2023-02-19 01:15:43
417.0,125.0,Nunc lectus,3770009015043.0,"suscipit,",849.0,refused,471638 5789932571,342.0,2022-12-09 07:15:49,2021-11-14 05:37:31
418.0,120.0,In at,3770009015075.0,aliquet,646.0,accepted,3785 523654 41432,758.0,2023-01-05 03:54:22,2022-11-02 05:56:52
419.0,75.0,massa. Suspendisse,3770009015042.0,vitae,917.0,refused,3622 414837 93746,458.0,2022-11-15 08:19:34,2021-11-01 11:55:15
420.0,174.0,"dui, in",3770009015051.0,varius,159.0,refused,571968 3284724353,878.0,2022-12-02 01:52:06,2022-12-08 11:18:30
421.0,177.0,In scelerisque,3770009015172.0,In,304.0,accepted,5462642665739439,285.0,2023-02-26 12:58:21,2021-10-26 10:34:22
422.0,186.0,"eleifend nec,",3770009015073.0,facilisis,287.0,refused,3023 725287 72388,278.0,2022-12-15 08:16:42,2022-12-01 06:44:49
423.0,78.0,ac turpis,3770009015047.0,amet,32.0,refused,448 52334 61721 467,957.0,2022-11-30 06:49:00,2022-01-03 12:52:45
424.0,158.0,enim non,3770009015042.0,nibh.,168.0,accepted,6473679854423760.0,319.0,2022-10-07 03:50:52,2022-04-15 12:24:33
425.0,93.0,dis parturient,3770009015073.0,felis,165.0,accepted,548832 631528 3234,891.0,2022-10-16 08:59:01,2022-03-25 07:16:55
426.0,188.0,ornare lectus,3770009015044.0,dui.,611.0,refused,201478489135266.0,440.0,2022-11-29 05:49:39,2022-12-15 06:40:11
427.0,63.0,Sed nec,3770009015172.0,non,336.0,refused,448 53432 85464 739,385.0,2022-10-16 06:03:02,2022-02-19 05:15:29
428.0,147.0,Donec egestas.,3770009015048.0,facilisis,95.0,cancelled,3758 674374 59649,452.0,2023-03-01 06:44:28,2021-10-28 10:58:24
429.0,159.0,posuere cubilia,3770009015042.0,sodales,824.0,accepted,6011 1934 5423 4287,898.0,2022-10-29 02:25:02,2022-07-17 09:01:22
430.0,154.0,"Nullam suscipit,",3770009015050.0,metus,834.0,cancelled,304477623781883.0,989.0,2023-02-08 02:21:15,2022-06-30 11:54:15
431.0,38.0,netus et,3770009015047.0,tortor,218.0,refused,511554 584316 5354,361.0,2023-02-12 11:07:47,2023-01-10 12:05:17
432.0,61.0,felis. Donec,3770009015233.0,"tempus,",879.0,cancelled,6552584357914261,707.0,2022-12-21 11:19:04,2021-10-07 02:37:07
433.0,157.0,senectus et,3770009015046.0,"dolor,",597.0,cancelled,3653 268365 74575,967.0,2023-01-01 08:35:24,2022-07-17 05:56:48
434.0,163.0,"purus, accumsan",3770009015044.0,gravida,412.0,cancelled,455 67462 77658 825,747.0,2023-01-18 01:16:11,2023-01-31 06:54:22
435.0,174.0,elit elit,3770009015051.0,elit,583.0,cancelled,3625 624932 57871,895.0,2023-01-16 08:23:24,2022-07-26 03:04:08
436.0,192.0,"montes, nascetur",3770009015235.0,consectetuer,484.0,cancelled,214992654573981.0,417.0,2022-10-22 11:15:09,2023-02-04 10:33:41
437.0,133.0,Nullam nisl.,3770009015075.0,lectus,426.0,accepted,2014 561376 19873,480.0,2022-12-22 06:04:39,2022-05-11 05:39:56
438.0,154.0,risus varius,3770009015233.0,magna,132.0,accepted,214922711967439.0,225.0,2023-02-27 03:14:35,2021-11-18 09:26:44
439.0,76.0,nunc interdum,3770009015048.0,accumsan,649.0,cancelled,5822447424492772264,617.0,2022-11-07 10:56:05,2022-12-25 02:55:18
440.0,191.0,eu dui.,3770009015172.0,viverra.,629.0,cancelled,214986338314531.0,488.0,2023-02-18 07:25:19,2023-01-26 07:16:50
441.0,91.0,malesuada augue,3770009015044.0,"vulputate,",391.0,refused,4716 3434 3346 8625,136.0,2023-02-19 10:57:10,2022-05-29 01:25:42
442.0,114.0,"lorem lorem,",3770009015042.0,"enim,",479.0,refused,6706536578724387,727.0,2022-12-13 09:09:11,2022-01-05 06:23:54
443.0,94.0,"fringilla, porttitor",3770009015073.0,Quisque,244.0,accepted,3789 948255 39365,836.0,2022-11-05 05:22:15,2022-10-08 09:09:51
444.0,27.0,elit erat,3770009015074.0,"consequat,",735.0,accepted,214982686683221.0,223.0,2023-02-11 02:20:23,2022-12-31 04:43:27
445.0,30.0,eu neque,v3770009015028,Curabitur,948.0,accepted,4286 3761 2751 8784,120.0,2022-10-04 05:10:11,2022-12-18 08:52:02
446.0,124.0,Curabitur sed,3770009015235.0,et,343.0,refused,5018547436379446451,871.0,2022-10-30 06:44:34,2022-12-13 03:01:53
447.0,29.0,nulla vulputate,3770009015049.0,velit.,64.0,accepted,4236 3815 8344 5283,477.0,2022-10-04 10:00:20,2022-12-14 03:43:59
448.0,78.0,Proin velit.,3770009015052.0,lobortis,100.0,refused,365514117364523.0,272.0,2023-02-09 02:59:51,2022-03-16 02:21:20
449.0,157.0,dictum. Phasellus,3770009015235.0,et,22.0,accepted,491733 961963 3633,750.0,2022-11-17 03:40:17,2022-10-03 02:28:40
450.0,71.0,"malesuada vel,",3770009015050.0,ligula.,529.0,accepted,670966 6924497540,448.0,2023-01-18 02:27:40,2021-12-19 05:32:29
451.0,118.0,eleifend egestas.,3770009015073.0,In,827.0,cancelled,4532774828489.0,173.0,2023-02-27 02:17:10,2022-08-16 07:34:18
452.0,192.0,convallis dolor.,v3770009015028,Proin,39.0,refused,363265582985795.0,667.0,2022-10-10 10:46:11,2022-07-29 01:06:34
453.0,101.0,"Mauris vestibulum,",3770009015052.0,"amet,",871.0,refused,201458457642972.0,782.0,2022-11-17 06:46:04,2022-10-21 03:38:37
454.0,152.0,sem molestie,v3770009015028,Pellentesque,816.0,cancelled,676784 162728 1611,507.0,2022-10-27 07:05:40,2021-11-05 08:37:38
455.0,42.0,arcu. Sed,3770009015046.0,nisi.,536.0,cancelled,3425 658523 58557,910.0,2022-12-10 04:09:00,2022-11-07 06:12:20
456.0,101.0,justo. Proin,3770009015044.0,elit,250.0,accepted,556 85822 27979 466,550.0,2023-02-28 09:08:09,2022-01-11 06:54:21
457.0,123.0,natoque penatibus,3770009015051.0,faucibus,733.0,accepted,676793 386323 6381,650.0,2022-10-17 08:26:05,2022-08-13 04:56:20
458.0,178.0,non leo.,3770009015004.0,Suspendisse,57.0,cancelled,3695 256283 19448,373.0,2022-10-01 06:59:40,2021-11-25 03:19:18
459.0,164.0,ante. Nunc,3770009015046.0,"non,",903.0,accepted,645343 283637 5243,988.0,2023-02-25 03:56:50,2022-06-26 03:05:54
460.0,163.0,"eleifend nec,",3770009015045.0,felis,326.0,cancelled,490 58836 85368 495,746.0,2023-02-13 12:39:15,2022-11-06 01:50:38
461.0,191.0,Donec consectetuer,3770009015051.0,mollis,706.0,cancelled,652297 546269 3450,767.0,2023-01-16 09:24:38,2021-11-29 09:09:52
462.0,7.0,"est, vitae",3770009015044.0,nulla.,488.0,cancelled,633416 224662 8379,242.0,2023-01-18 04:05:06,2023-02-07 08:48:48
463.0,85.0,Suspendisse eleifend.,3770009015047.0,at,801.0,accepted,589387 6693466917,330.0,2022-10-03 01:17:25,2022-07-17 03:59:01
464.0,115.0,Donec at,3770009015052.0,"non,",485.0,refused,3745 944495 87446,449.0,2022-11-08 01:06:33,2021-11-24 03:26:13
465.0,136.0,natoque penatibus,3770009015235.0,ac,114.0,refused,4916147792599.0,924.0,2023-01-13 12:36:03,2022-08-10 01:31:33
466.0,29.0,condimentum. Donec,3770009015048.0,dui.,108.0,cancelled,6767 5143 6588 3795,167.0,2023-01-21 05:11:46,2022-06-09 10:13:15
467.0,119.0,pharetra. Quisque,3770009015233.0,erat,533.0,accepted,4673834497687424,520.0,2022-11-03 09:11:23,2022-08-15 09:31:06
468.0,3.0,Quisque nonummy,3770009015047.0,"tellus,",879.0,accepted,564182 3753125756,792.0,2022-10-25 04:37:39,2022-02-17 03:45:01
469.0,117.0,id magna,3770009015045.0,sem,43.0,refused,3712 533597 76985,534.0,2022-11-03 10:56:33,2022-05-25 04:46:33
470.0,198.0,enim non,3770009015046.0,volutpat.,614.0,cancelled,676739 8575232377,248.0,2022-11-11 06:57:20,2022-05-16 10:04:09
471.0,70.0,"tempus scelerisque,",3770009015073.0,Duis,885.0,cancelled,366345335614715.0,555.0,2022-11-21 10:30:13,2023-02-21 07:05:26
472.0,172.0,Quisque tincidunt,3770009015234.0,diam,918.0,refused,6476734237751523,974.0,2022-11-23 06:58:33,2022-06-13 02:04:21
473.0,109.0,Suspendisse eleifend.,3770009015050.0,et,147.0,refused,4913 8173 5569 6454,957.0,2022-12-25 06:03:47,2022-04-22 10:08:27
474.0,173.0,Suspendisse sed,3770009015172.0,id,691.0,accepted,448565 654234 3861,290.0,2022-11-20 11:01:52,2021-11-29 01:19:00
475.0,196.0,fermentum convallis,3770009015052.0,egestas,941.0,refused,6467 2564 4694 3874,308.0,2022-12-09 11:49:11,2022-12-10 10:55:09
476.0,144.0,Donec at,3770009015043.0,"amet,",641.0,cancelled,512622 4772613373,689.0,2023-01-16 03:43:14,2022-04-04 05:11:37
477.0,71.0,Cras pellentesque.,3770009015045.0,ipsum,397.0,accepted,6489565176512343,855.0,2022-10-22 02:55:06,2022-10-01 04:24:14
478.0,194.0,"purus sapien,",3770009015047.0,mi,508.0,cancelled,3783 573768 55228,165.0,2023-01-18 07:40:10,2021-11-29 07:30:53
479.0,130.0,aliquet diam.,3770009015050.0,fringilla,986.0,accepted,365947275533341.0,762.0,2022-10-01 03:28:51,2023-01-24 09:42:14
480.0,161.0,quis accumsan,3770009015052.0,"amet,",789.0,cancelled,4911714568883635,417.0,2022-10-03 10:26:26,2022-01-06 03:50:50
481.0,7.0,rutrum. Fusce,3770009015048.0,et,593.0,refused,3686 697754 23420,268.0,2023-02-16 07:20:53,2022-11-04 07:17:37
482.0,67.0,vitae risus.,3770009015050.0,"id,",292.0,accepted,6767396875788387,609.0,2022-10-07 10:22:24,2022-05-14 01:30:16
483.0,181.0,lorem fringilla,3770009015004.0,"vulputate,",38.0,cancelled,644 73671 53237 775,573.0,2023-02-09 11:00:24,2022-11-19 12:01:30
484.0,6.0,Donec non,3770009015052.0,torquent,76.0,refused,5893 357431 2686,534.0,2022-12-30 04:07:32,2022-01-06 11:57:17
485.0,60.0,Quisque porttitor,3770009015004.0,cursus,14.0,cancelled,5836 7593 2245 5487,542.0,2023-02-21 01:52:57,2021-12-11 11:47:24
486.0,197.0,"ullamcorper, nisl",3770009015044.0,dolor,251.0,refused,670683 868486 5744,922.0,2022-11-07 01:34:45,2022-09-29 12:19:35
487.0,164.0,"imperdiet, erat",3770009015042.0,ligula,788.0,cancelled,645755 775238 3189,739.0,2023-02-09 02:17:00,2021-12-21 03:55:07
488.0,198.0,adipiscing ligula.,3770009015075.0,purus,163.0,accepted,577 29431 53652 646,669.0,2023-01-10 10:03:21,2022-01-15 12:16:57
489.0,50.0,ante ipsum,3770009015233.0,non,815.0,cancelled,67095587751775443,941.0,2022-10-29 02:56:27,2021-12-12 02:13:30
490.0,33.0,nunc id,3770009015042.0,ultrices.,453.0,refused,6487 4843 3589 4687,762.0,2023-01-09 12:54:41,2021-11-05 11:34:54
491.0,15.0,est tempor,3770009015235.0,ut,263.0,refused,503837 6673538450,316.0,2023-02-17 07:17:01,2022-10-14 11:27:54
492.0,197.0,vitae risus.,3770009015051.0,"aliquam,",877.0,cancelled,538287 3748368170,534.0,2022-11-14 06:24:09,2022-05-18 03:35:48
493.0,179.0,Nullam feugiat,3770009015074.0,"enim,",774.0,cancelled,484428 1353932110,130.0,2023-01-31 04:01:22,2022-01-31 05:27:42
494.0,107.0,et ultrices,3770009015047.0,fermentum,256.0,refused,6763 6327 3186 6445,748.0,2022-11-05 03:55:27,2021-11-18 09:30:58
495.0,84.0,Mauris blandit,3770009015046.0,scelerisque,965.0,cancelled,492963 672245 6240,518.0,2022-12-16 03:36:26,2021-11-21 05:30:45
496.0,116.0,"pede, ultrices",3770009015051.0,nunc,148.0,cancelled,4532 8427 8858 8657,843.0,2022-10-06 12:03:51,2022-10-01 02:05:08
497.0,89.0,dui. Fusce,3770009015004.0,"in,",881.0,accepted,214978946192391.0,257.0,2022-12-29 03:18:18,2022-06-18 08:49:29
498.0,93.0,"at, velit.",3770009015075.0,imperdiet,222.0,accepted,491332 3222458756,652.0,2022-10-21 03:35:01,2022-12-02 04:53:30
499.0,148.0,"ultricies ornare,",v3770009015028,turpis.,980.0,accepted,3745 375199 35870,598.0,2022-11-29 10:24:47,2022-10-14 12:00:23
500.0,154.0,Nam porttitor,3770009015172.0,"a,",762.0,refused,3612 948779 16382,666.0,2023-01-22 03:28:58,2022-12-28 02:18:33
501.0,119.0,eu lacus.,3770009015074.0,semper,104.0,accepted,490332352428133834,520.0,2023-01-23 01:41:36,2022-08-08 07:24:33
502,147.0,"a, facilisis",3770009015050.0,elit.,101.0,accepted,543444 797577 8662,757.0,2023-02-22 02:41:17,2022-02-26 02:48:00
503,124.0,Fusce dolor,3770009015075.0,sapien.,154.0,cancelled,4508227456455290.0,496.0,2022-10-15 08:17:58,2023-02-25 06:40:21
504,145.0,"sed, sapien.",3770009015049.0,aliquet,183.0,accepted,6709563637543339851,627.0,2022-10-25 12:46:50,2022-11-21 11:10:10
505,37.0,sed orci,3770009015075.0,"a,",748.0,accepted,417500 979546 7174,681.0,2022-11-28 11:36:15,2021-10-16 10:00:39
506,57.0,"blandit at,",3770009015004.0,diam.,73.0,refused,3009 352875 87536,771.0,2022-10-28 11:50:39,2022-12-27 10:50:10
507,126.0,tincidunt pede,3770009015074.0,egestas.,556.0,accepted,6331 1035 7896 3847,240.0,2022-12-30 10:19:08,2021-10-11 10:16:16
508,49.0,"sit amet,",3770009015046.0,consectetuer,757.0,cancelled,364386942956885.0,749.0,2022-12-31 07:04:52,2022-12-26 08:53:39
509,62.0,eros. Nam,3770009015044.0,lorem,473.0,refused,3048 146386 12663,247.0,2022-12-08 08:39:49,2022-08-20 07:09:42
510,140.0,"est, vitae",3770009015050.0,sodales,132.0,accepted,6759671848670.0,586.0,2022-10-24 04:40:12,2022-01-09 04:11:54
511,128.0,"rutrum urna,",v3770009015028,"mi,",785.0,accepted,368646843996884.0,749.0,2022-10-19 01:01:23,2022-07-17 04:54:45
512,162.0,magnis dis,3770009015235.0,"lorem,",347.0,cancelled,67062638126662169,743.0,2023-01-05 01:26:26,2022-03-12 08:58:42
513,37.0,"Integer vulputate,",3770009015046.0,faucibus,48.0,cancelled,368373791797590.0,914.0,2023-02-03 08:16:25,2022-05-03 02:40:24
514,94.0,lobortis quam,3770009015004.0,auctor,267.0,cancelled,633362 6332366392,955.0,2023-01-22 04:46:17,2022-08-27 02:38:28
515,18.0,sed pede,3770009015049.0,"a,",56.0,cancelled,3658 134799 24977,984.0,2023-01-25 11:36:01,2022-11-03 11:25:28
516,80.0,nec tempus,3770009015172.0,ornare,986.0,cancelled,6709 2343 7628 7644,821.0,2022-10-24 10:59:36,2022-06-13 02:18:20
517,32.0,"diam lorem,",3770009015050.0,"tempor,",474.0,refused,417 50068 64696 220,312.0,2023-03-01 04:00:35,2023-02-17 11:46:58
518,44.0,"Duis cursus,",v3770009015028,turpis.,802.0,cancelled,541656 6463486777,991.0,2023-01-16 09:50:28,2021-12-17 06:41:27
519,11.0,nisl. Maecenas,3770009015044.0,Vivamus,809.0,refused,2149 548418 68658,980.0,2022-12-16 10:10:44,2022-12-23 10:33:59
520,110.0,"mi lorem,",3770009015049.0,nulla.,756.0,refused,630431665772833246,549.0,2023-01-04 10:29:16,2022-02-19 03:09:46
521,21.0,turpis. Aliquam,3770009015074.0,interdum.,412.0,accepted,347368332859442.0,145.0,2023-01-09 02:27:32,2022-03-09 01:58:13
522,150.0,"elit, a",3770009015233.0,Nulla,415.0,accepted,361824812753530.0,159.0,2023-02-23 09:44:17,2023-02-09 04:23:48
523,127.0,eu nibh,3770009015046.0,nonummy,514.0,refused,453 92369 29874 832,955.0,2022-11-30 04:05:40,2022-12-22 12:42:59
524,68.0,ipsum. Suspendisse,3770009015233.0,eget,623.0,accepted,484 42568 73338 790,657.0,2023-02-18 11:30:55,2022-06-28 07:13:40
525,153.0,Vestibulum ante,3770009015235.0,arcu.,348.0,refused,2014 546928 45843,991.0,2022-12-29 12:21:08,2022-04-23 09:11:57
526,131.0,"tempus non,",3770009015235.0,cursus,440.0,accepted,367327344872236.0,503.0,2023-02-18 12:19:34,2022-02-20 12:32:48
527,55.0,dis parturient,3770009015046.0,"facilisis,",96.0,refused,587556 195582 3722,962.0,2022-11-30 05:44:39,2021-11-22 04:07:12
528,49.0,"a, scelerisque",3770009015050.0,"leo,",21.0,refused,633478 734477 5225,323.0,2023-01-11 01:18:52,2022-01-25 07:31:50
529,7.0,elit. Nulla,3770009015233.0,sit,674.0,refused,349487267183566.0,609.0,2022-12-31 03:58:16,2022-07-06 11:20:54
530,86.0,eu tellus,3770009015172.0,natoque,246.0,refused,67714334823396580,519.0,2023-02-06 09:04:55,2023-02-25 12:15:44
531,156.0,a neque.,3770009015043.0,"magna,",953.0,cancelled,4532 247 15 2731,977.0,2022-10-18 12:59:37,2022-10-02 08:43:14
532,13.0,"sit amet,",3770009015048.0,consectetuer,423.0,accepted,201415673845730.0,958.0,2022-11-06 01:45:34,2022-09-03 09:55:29
533,11.0,"cursus et,",3770009015043.0,velit,734.0,accepted,6759 8643 1475 2298,204.0,2022-11-22 06:51:48,2022-05-03 04:59:21
534,56.0,tincidunt congue,3770009015045.0,consequat,236.0,refused,566834 985152 5463,312.0,2022-12-31 09:25:54,2022-01-07 10:18:24
535,55.0,magna a,3770009015004.0,"montes,",707.0,accepted,6479234528556654,731.0,2022-11-30 10:21:40,2022-02-12 02:47:14
536,33.0,elit. Etiam,3770009015043.0,lorem,556.0,cancelled,630433 6256346785,691.0,2023-01-13 07:59:14,2022-11-16 04:54:57
537,18.0,Lorem ipsum,3770009015075.0,Cras,180.0,refused,5384 8554 5236 6274,780.0,2023-01-03 04:18:26,2022-04-07 02:52:15
538,48.0,Donec vitae,3770009015048.0,leo,579.0,cancelled,633110 632326 2738,775.0,2022-12-28 05:09:38,2022-03-30 12:41:40
539,118.0,molestie arcu.,3770009015172.0,"amet,",954.0,accepted,4905 4333 7382 2567,992.0,2022-11-14 10:14:33,2022-12-04 12:56:00
540,86.0,nunc. In,3770009015172.0,"pede,",136.0,refused,417500 345644 1768,940.0,2022-12-16 08:36:31,2022-05-02 02:44:50
541,65.0,Proin mi.,3770009015049.0,sit,240.0,cancelled,364496256557383.0,876.0,2023-01-29 04:52:06,2022-03-11 10:52:17
542,78.0,Aenean eget,3770009015235.0,diam,284.0,accepted,670 62727 72423 549,360.0,2023-01-03 03:47:24,2023-02-16 05:06:10
543,157.0,dignissim magna,3770009015004.0,et,902.0,accepted,490587654235781636,459.0,2022-10-18 09:00:16,2022-04-25 03:25:19
544,22.0,gravida sagittis.,3770009015073.0,"lorem,",7.0,refused,3679 521562 48348,344.0,2022-10-20 03:48:22,2022-12-31 01:12:09
545,25.0,iaculis aliquet,3770009015048.0,sed,457.0,refused,2149 277867 55122,998.0,2023-01-12 03:56:02,2022-04-05 01:32:05
546,19.0,turpis. In,3770009015047.0,Nulla,404.0,cancelled,67623568288228842,835.0,2022-10-26 11:10:22,2022-08-10 04:26:08
547,80.0,pede. Praesent,3770009015075.0,malesuada,350.0,accepted,633110 3865213534,230.0,2023-01-22 10:34:53,2022-04-17 09:40:56
548,80.0,consectetuer adipiscing,3770009015073.0,"in,",426.0,refused,6767 4352 5758 3964,269.0,2022-10-10 06:15:59,2022-03-18 07:24:35
549,127.0,"semper egestas,",3770009015049.0,"et,",231.0,cancelled,2149 545797 29445,400.0,2023-01-07 11:47:08,2021-11-24 01:24:31
550,197.0,erat vel,3770009015052.0,augue,618.0,refused,201465934347570.0,953.0,2023-01-12 05:57:28,2021-12-13 06:25:20
551,116.0,Nunc ac,3770009015043.0,gravida,183.0,refused,3638 735942 18665,411.0,2023-02-07 05:02:30,2022-01-08 09:31:29
552,168.0,"at, libero.",v3770009015028,enim,593.0,refused,6334 5545 5484 4434,590.0,2023-02-01 08:10:11,2022-12-12 11:58:52
553,48.0,lacus. Aliquam,3770009015042.0,"non,",298.0,refused,633464 39 3826 5422 748,550.0,2022-12-08 06:45:08,2022-07-30 12:21:59
554,13.0,eu sem.,3770009015235.0,molestie,240.0,refused,3038 435182 98211,697.0,2022-12-23 06:41:16,2023-01-19 08:26:20
